,어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가,일시
0,(선)삼치,제주도,6미,S/P,1,10.0,"46,000","46,000","46,000",2013.01.02
1,(선)삼치,제주도,중,S/P,7,10.0,"40,000","7,000","30,300",2013.01.02
2,(선)삼치,제주도,5미,S/P,1,10.0,"46,000","46,000","46,000",2013.01.02
3,(선)삼치,여수,5미,S/P,1,10.0,"6,000","6,000","6,000",2013.01.03
4,(선)삼치,삼천포,대,S/P,1,15.0,"120,000","120,000","120,000",2013.01.03
5,(선)삼치,제주도,중,S/P,3,10.0,"35,000","35,000","35,000",2013.01.03
6,(선)삼치,삼천포,8미,S/P,227,10.0,"32,000","10,000","23,600",2013.01.03
7,(선)삼치,통영,10미,S/P,149,10.0,"10,000","8,000","9,200",2013.01.03
8,(선)삼치,제주도,대,S/P,17,15.0,"35,000","20,000","23,500",2013.01.03
9,(선)삼치,부산(기장),10미,S/P,100,10.0,"16,000","16,000","16,000",2013.01.03
10,(선)삼치,부산(기장),12미,S/P,344,10.0,"11,000","11,000","11,000",2013.01.03
11,(선)삼치,여수,10미,S/P,20,10.0,"12,000","12,000","12,000",2013.01.03
12,(선)삼치,여수,중,S/P,354,10.0,"38,000","8,000","31,300",2013.01.03
13,(선)삼치,삼천포,10미,S/P,398,10.0,"10,000","8,000","9,000",2013.01.03
14,(선)삼치,제주도,10미,S/P,4,10.0,"40,000","40,000","40,000",2013.01.04
15,(선)삼치,삼천포,10미,S/P,102,10.0,"12,000","8,000","8,100",2013.01.04
16,(선)삼치,부산(기장),중,S/P,324,10.0,"20,000","15,000","17,300",2013.01.04
17,(선)삼치,부산(기장),10미,S/P,896,10.0,"20,000","18,000","19,600",2013.01.04
18,(선)삼치,제주도,대,S/P,8,15.0,"30,000","30,000","30,000",2013.01.04
19,(선)삼치,제주도,중,S/P,1,12.5,"40,000","40,000","40,000",2013.01.04
20,(선)삼치,제주도,17미,S/P,1,10.0,"13,000","13,000","13,000",2013.01.04
21,(선)삼치,통영,10미,S/P,372,10.0,"11,000","8,000","9,800",2013.01.04
22,(선)삼치,삼천포,8미,S/P,20,10.0,"13,000","13,000","13,000",2013.01.04
23,(선)삼치,통영,중,S/P,40,10.0,"8,000","5,000","6,700",2013.01.04
24,(선)삼치,부산(기장),8미,S/P,34,10.0,"20,000","20,000","20,000",2013.01.04
25,(선)삼치,제주도,중,S/P,24,10.0,"40,000","8,000","28,000",2013.01.04
26,(선)삼치,제주도,12미,S/P,3,10.0,"13,000","13,000","13,000",2013.01.04
27,(선)삼치,부산(기장),5미,S/P,3,10.0,"20,000","20,000","20,000",2013.01.04
28,(선)삼치,제주도,8미,S/P,5,10.0,"13,000","13,000","13,000",2013.01.04
29,(선)삼치,통영,중,S/P,1,25.0,"30,000","30,000","30,000",2013.01.04
30,(선)삼치,포항,대,S/P,3,15.0,"120,000","120,000","120,000",2013.01.04
31,(선)삼치,제주도,10미,S/P,35,10.0,"15,000","15,000","15,000",2013.01.05
32,(선)삼치,삼천포,대,S/P,1,15.0,"128,000","128,000","128,000",2013.01.05
33,(선)삼치,제주도,중,S/P,1,15.0,"5,000","5,000","5,000",2013.01.05
34,(선)삼치,제주도,15미,S/P,12,10.0,"11,000","11,000","11,000",2013.01.05
35,(선)삼치,통영,중,S/P,15,10.0,"8,000","8,000","8,000",2013.01.05
36,(선)삼치,삼천포,8미,S/P,15,10.0,"12,000","10,000","11,900",2013.01.05
37,(선)삼치,통영,10미,S/P,48,10.0,"10,000","10,000","10,000",2013.01.05
38,(선)삼치,부산(기장),10미,S/P,220,10.0,"20,000","20,000","20,000",2013.01.05
39,(선)삼치,부산(기장),12미,S/P,180,10.0,"10,000","10,000","10,000",2013.01.05
40,(선)삼치,부산(기장),중,S/P,23,10.0,"20,000","20,000","20,000",2013.01.05
41,(선)삼치,삼천포,10미,S/P,2,10.0,"10,000","10,000","10,000",2013.01.05
42,(냉)삼치,부산(기장),중,CT/(BT),415,15.0,"45,000","45,000","45,000",2013.01.05
43,(선)줄삼치,부산(기장),중,S/P,4,10.0,"10,000","10,000","10,000",2013.01.05
44,(선)삼치,제주도,6미,S/P,5,10.0,"32,000","32,000","32,000",2013.01.07
45,(선)삼치,제주도,8미,S/P,4,10.0,"25,000","25,000","25,000",2013.01.07
46,(선)삼치,제주도,중,CT/(BT),1,10.0,"104,000","104,000","104,000",2013.01.07
47,(선)삼치,삼천포,대,S/P,3,15.0,"110,000","80,000","90,000",2013.01.07
48,(선)삼치,부산(기장),10미,S/P,530,5.0,"20,000","20,000","20,000",2013.01.07
49,(선)삼치,제주도,중,S/P,1,15.0,"150,000","150,000","150,000",2013.01.07
50,(선)삼치,부산(기장),10미,S/P,888,10.0,"20,000","20,000","20,000",2013.01.07
51,(선)삼치,부산(기장),12미,S/P,112,10.0,"11,000","11,000","11,000",2013.01.07
52,(선)삼치,제주도,9미,S/P,1,10.0,"25,000","25,000","25,000",2013.01.07
53,(선)삼치,여수,중,S/P,37,10.0,"20,000","12,000","18,500",2013.01.07
54,(선)삼치,여수,중,c/s(상자),50,10.0,"12,000","12,000","12,000",2013.01.07
55,(선)삼치,부산(기장),중,S/P,41,10.0,"15,000","15,000","15,000",2013.01.07
56,(선)삼치,삼천포,5미,S/P,1,10.0,"30,000","30,000","30,000",2013.01.08
57,(선)삼치,제주도,7미,S/P,1,6.0,"20,000","20,000","20,000",2013.01.08
58,(선)삼치,제주도,19미,S/P,1,6.0,"20,000","20,000","20,000",2013.01.08
59,(선)삼치,여수,중,S/P,59,10.0,"21,000","10,000","10,300",2013.01.08
60,(선)삼치,제주도,6미,S/P,10,6.0,"15,000","15,000","15,000",2013.01.08
61,(선)삼치,부산(기장),10미,S/P,804,10.0,"22,000","18,000","20,100",2013.01.08
62,(선)삼치,제주도,대,S/P,2,15.0,"110,000","110,000","110,000",2013.01.08
63,(선)삼치,제주도,8미,S/P,38,6.0,"20,000","20,000","20,000",2013.01.08
64,(선)삼치,삼천포,8미,S/P,7,10.0,"25,000","25,000","25,000",2013.01.08
65,(선)삼치,제주도,중,S/P,1,25.0,"70,000","70,000","70,000",2013.01.08
66,(선)삼치,통영,대,S/P,2,25.0,"40,000","40,000","40,000",2013.01.08
67,(선)삼치,삼천포,중,S/P,57,10.0,"30,000","9,000","9,400",2013.01.08
68,(선)삼치,삼천포,4미,S/P,1,10.0,"30,000","30,000","30,000",2013.01.08
69,(선)삼치,삼천포,대,S/P,64,15.0,"146,500","80,000","97,800",2013.01.08
70,(선)삼치,삼천포,10미,S/P,561,10.0,"10,000","8,000","8,900",2013.01.08
71,(냉)삼치,부산(기장),3단,S/P,204,10.0,"48,000","48,000","48,000",2013.01.08
72,(선)줄삼치,부산(기장),중,S/P,3,10.0,"8,000","8,000","8,000",2013.01.08
73,(선)삼치,제주도,중,S/P,2,10.0,"80,000","80,000","80,000",2013.01.09
74,(선)삼치,통영,중,S/P,43,10.0,"5,000","5,000","5,000",2013.01.09
75,(선)삼치,삼천포,8미,S/P,10,10.0,"20,000","20,000","20,000",2013.01.09
76,(선)삼치,부산(기장),16미,S/P,12,10.0,"15,000","15,000","15,000",2013.01.09
77,(선)삼치,제주도,대,S/P,7,15.0,"62,000","20,000","26,000",2013.01.09
78,(선)삼치,부산(기장),10미,S/P,350,10.0,"22,000","16,000","19,400",2013.01.09
79,(선)삼치,부산(기장),3미,S/P,1,10.0,"22,000","22,000","22,000",2013.01.09
80,(선)삼치,부산(기장),14미,S/P,7,10.0,"15,000","15,000","15,000",2013.01.09
81,(선)삼치,부산(기장),중,S/P,57,10.0,"15,000","15,000","15,000",2013.01.09
82,(선)삼치,삼천포,10미,S/P,192,10.0,"15,000","9,000","11,300",2013.01.09
83,(선)줄삼치,부산(기장),5미,S/P,52,10.0,"12,000","12,000","12,000",2013.01.09
84,(선)삼치,제주도,10미,S/P,1,10.0,"50,000","50,000","50,000",2013.01.10
85,(선)삼치,제주도,8미,S/P,1,10.0,"50,000","50,000","50,000",2013.01.10
86,(선)삼치,제주도,중,S/P,1,10.0,"50,000","50,000","50,000",2013.01.10
87,(선)삼치,제주도,대,S/P,3,20.0,"100,000","73,500","82,300",2013.01.10
88,(선)삼치,부산(기장),파치,S/P,10,10.0,"3,000","3,000","3,000",2013.01.10
89,(선)삼치,통영,10미,S/P,19,10.0,"8,000","8,000","8,000",2013.01.10
90,(선)삼치,부산(기장),10미,S/P,941,10.0,"18,000","16,000","16,700",2013.01.10
91,(선)삼치,부산(기장),12미,S/P,35,10.0,"18,000","18,000","18,000",2013.01.10
92,(선)삼치,제주도,9미,S/P,1,10.0,"50,000","50,000","50,000",2013.01.10
93,(선)삼치,제주도,7미,S/P,2,10.0,"50,000","50,000","50,000",2013.01.10
94,(선)삼치,부산(기장),14미,S/P,537,10.0,"10,000","10,000","10,000",2013.01.10
95,(선)삼치,부산(기장),중,S/P,48,10.0,"15,000","15,000","15,000",2013.01.10
96,(선)삼치,삼천포,대,S/P,10,15.0,"100,000","24,000","92,400",2013.01.11
97,(선)삼치,부산(기장),중,S/P,3,10.0,"30,000","30,000","30,000",2013.01.11
98,(선)삼치,부산(기장),14미,S/P,167,10.0,"12,000","12,000","12,000",2013.01.11
99,(선)삼치,제주도,대,S/P,2,17.5,"35,000","35,000","35,000",2013.01.11
100,(선)삼치,삼천포,5미,S/P,1,15.0,"70,000","70,000","70,000",2013.01.11
101,(선)삼치,제주도,8미,S/P,2,21.0,"100,000","100,000","100,000",2013.01.11
102,(선)삼치,제주도,10미,S/P,1,21.0,"100,000","100,000","100,000",2013.01.11
103,(선)삼치,여수,10미,S/P,7,10.0,"14,000","14,000","14,000",2013.01.11
104,(선)삼치,부산(기장),12미,S/P,69,10.0,"16,000","16,000","16,000",2013.01.11
105,(선)삼치,제주도,8미,S/P,1,20.0,"70,000","70,000","70,000",2013.01.11
106,(선)삼치,제주도,대,S/P,1,16.5,"35,000","35,000","35,000",2013.01.11
107,(선)삼치,제주도,대,S/P,3,17.0,"105,600","100,000","101,900",2013.01.11
108,(선)삼치,제주도,10미,S/P,1,20.0,"100,000","100,000","100,000",2013.01.11
109,(선)삼치,여수,8미,S/P,1,10.0,"10,000","10,000","10,000",2013.01.11
110,(선)삼치,통영,중,S/P,1,10.0,"5,000","5,000","5,000",2013.01.11
111,(선)삼치,삼천포,4미,S/P,1,15.0,"70,000","70,000","70,000",2013.01.11
112,(선)삼치,제주도,대,S/P,1,19.0,"35,000","35,000","35,000",2013.01.11
113,(선)삼치,부산(기장),20미,S/P,73,10.0,"14,000","14,000","14,000",2013.01.11
114,(선)삼치,제주도,대,S/P,3,18.0,"35,000","35,000","35,000",2013.01.11
115,(선)삼치,제주도,7미,S/P,1,12.0,"100,000","100,000","100,000",2013.01.11
116,(냉)삼치,마산,2단,c/s(상자),200,24.0,"69,300","69,300","69,300",2013.01.11
117,(선)줄삼치,부산(기장),중,S/P,229,10.0,"11,000","3,000","10,900",2013.01.11
118,(선)삼치,제주도,8미,S/P,3,19.5,"175,500","100,000","125,200",2013.01.12
119,(선)삼치,삼천포,3미,S/P,1,25.0,"70,000","70,000","70,000",2013.01.12
120,(선)삼치,삼천포,대,S/P,2,15.0,"100,000","100,000","100,000",2013.01.12
121,(선)삼치,제주도,8미,S/P,1,18.0,"89,500","89,500","89,500",2013.01.12
122,(선)삼치,제주도,중,S/P,5,10.0,"18,000","12,000","16,200",2013.01.12
123,(선)삼치,삼천포,8미,S/P,1,10.0,"12,000","12,000","12,000",2013.01.12
124,(선)삼치,부산(기장),10미,S/P,150,10.0,"22,000","22,000","22,000",2013.01.12
125,(선)삼치,여수,중,S/P,10,10.0,"15,000","15,000","15,000",2013.01.12
126,(선)삼치,부산(기장),중,S/P,304,10.0,"22,000","15,000","18,200",2013.01.12
127,(선)삼치,삼천포,10미,S/P,250,10.0,"16,000","16,000","16,000",2013.01.12
128,(냉)삼치,마산,2단,c/s(상자),100,24.0,"69,300","69,300","69,300",2013.01.12
129,(선)줄삼치,부산(기장),중,S/P,22,10.0,"8,000","8,000","8,000",2013.01.12
130,(선)삼치,삼천포,대,S/P,2,15.0,"105,000","105,000","105,000",2013.01.14
131,(선)삼치,제주도,중,S/P,30,10.0,"20,000","10,000","14,200",2013.01.14
132,(선)삼치,제주도,대,S/P,15,20.0,"122,000","100,000","109,000",2013.01.14
133,(선)삼치,통영,중,S/P,43,10.0,"10,000","10,000","10,000",2013.01.14
134,(선)삼치,삼천포,8미,S/P,110,10.0,"22,000","22,000","22,000",2013.01.14
135,(선)삼치,통영,10미,S/P,105,10.0,"8,000","8,000","8,000",2013.01.14
136,(선)삼치,부산(기장),18미,S/P,37,10.0,"8,000","8,000","8,000",2013.01.14
137,(선)삼치,부산(기장),10미,S/P,871,10.0,"22,000","8,000","18,400",2013.01.14
138,(선)삼치,부산(기장),12미,S/P,200,10.0,"9,000","9,000","9,000",2013.01.14
139,(선)삼치,부산(기장),중,S/P,247,10.0,"18,000","15,000","17,400",2013.01.14
140,(선)삼치,삼천포,10미,S/P,394,10.0,"17,000","9,000","10,600",2013.01.14
141,(선)삼치,삼천포,4미,S/P,1,10.0,"60,000","60,000","60,000",2013.01.15
142,(선)삼치,제주도,대,S/P,4,25.0,"50,000","50,000","50,000",2013.01.15
143,(선)삼치,삼천포,6미,S/P,12,10.0,"22,000","17,000","17,400",2013.01.15
144,(선)삼치,삼천포,중,S/P,3,10.0,"117,000","5,000","74,000",2013.01.15
145,(선)삼치,통영,소,S/P,36,10.0,"8,000","8,000","8,000",2013.01.15
146,(선)삼치,부산(기장),10미,S/P,140,15.0,"20,000","20,000","20,000",2013.01.15
147,(선)삼치,삼천포,8미,S/P,31,10.0,"22,000","10,000","15,800",2013.01.15
148,(선)삼치,제주도,대,S/P,3,15.0,"175,000","100,000","126,700",2013.01.15
149,(선)삼치,부산(기장),10미,S/P,422,10.0,"22,000","15,000","19,000",2013.01.15
