,species,from,date,qty,1kg price,year,month,day
414,(선)삼치,부산(기장),2006.05.01,356.2,2100.0,2006,05,01
415,(선)삼치,여수,2006.05.01,208.0,750.0,2006,05,01
416,(선)삼치,통영,2006.05.01,130.5,3000.0,2006,05,01
417,(선)삼치,통영,2006.05.01,60.0,1500.0,2006,05,01
418,(선)삼치,삼천포,2006.05.01,5008.0,1000.0,2006,05,01
419,(선)삼치,부산(기장),2006.05.01,176.0,1000.0,2006,05,01
420,(선)삼치,삼천포,2006.05.01,3448.0,1537.5,2006,05,01
421,(선)삼치,통영,2006.05.01,360.0,1500.0,2006,05,01
423,(선)삼치,통영,2006.05.02,72.0,2500.0,2006,05,02
425,(선)삼치,부산(기장),2006.05.02,160.0,1500.0,2006,05,02
426,(선)삼치,통영,2006.05.02,800.0,1625.0,2006,05,02
427,(선)삼치,부산(기장),2006.05.02,800.0,1625.0,2006,05,02
428,(선)삼치,부산(기장),2006.05.02,820.0,1100.0,2006,05,02
429,(선)삼치,부산(기장),2006.05.02,240.0,1000.0,2006,05,02
430,(선)삼치,부산(기장),2006.05.02,200.0,1000.0,2006,05,02
432,(선)삼치,통영,2006.05.02,20.0,1500.0,2006,05,02
433,(선)삼치,통영,2006.05.02,180.0,1500.0,2006,05,02
434,(선)삼치,부산(기장),2006.05.02,240.0,1000.0,2006,05,02
435,(선)삼치,통영,2006.05.02,1280.0,625.0,2006,05,02
436,(선)삼치,부산(기장),2006.05.02,600.0,1625.0,2006,05,02
437,(선)삼치,통영,2006.05.02,424.0,1250.0,2006,05,02
438,(선)삼치,여수,2006.05.02,368.0,1625.0,2006,05,02
439,(선)삼치,부산(기장),2006.05.02,248.5,2400.0,2006,05,02
440,(선)삼치,통영,2006.05.02,178.7,2600.0,2006,05,02
441,(선)삼치,통영,2006.05.02,560.0,750.0,2006,05,02
442,(선)삼치,통영,2006.05.02,120.0,1500.0,2006,05,02
443,(냉)삼치,마산,2006.05.02,600.0,1833.33,2006,05,02
444,(냉)삼치,마산,2006.05.02,600.0,1666.67,2006,05,02
445,(선)삼치,삼천포,2006.05.03,2568.0,1875.0,2006,05,03
446,(선)삼치,통영,2006.05.03,18.7,1604.28,2006,05,03
447,(선)삼치,통영,2006.05.03,14.6,2054.79,2006,05,03
448,(선)삼치,통영,2006.05.03,580.0,1500.0,2006,05,03
450,(선)삼치,통영,2006.05.03,2168.0,1600.0,2006,05,03
451,(선)삼치,여수,2006.05.03,224.0,750.0,2006,05,03
452,(선)삼치,삼천포,2006.05.03,1144.0,1750.0,2006,05,03
453,(선)삼치,부산(기장),2006.05.03,1760.0,1750.0,2006,05,03
454,(선)삼치,부산(기장),2006.05.03,1136.0,1000.0,2006,05,03
455,(선)삼치,삼천포,2006.05.03,680.0,1500.0,2006,05,03
456,(선)삼치,통영,2006.05.03,14.0,2142.86,2006,05,03
457,(선)삼치,통영,2006.05.03,14.4,2083.33,2006,05,03
458,(선)삼치,부산(기장),2006.05.03,600.0,1250.0,2006,05,03
459,(선)삼치,부산(기장),2006.05.03,560.0,1625.0,2006,05,03
460,(선)삼치,부산(기장),2006.05.03,138.9,2000.0,2006,05,03
461,(선)삼치,여수,2006.05.03,1376.0,1112.5,2006,05,03
462,(선)삼치,통영,2006.05.03,49.1,2500.0,2006,05,03
463,(선)삼치,통영,2006.05.03,15.8,1898.73,2006,05,03
464,(냉)삼치,마산,2006.05.03,500.0,2000.0,2006,05,03
465,(냉)삼치,마산,2006.05.03,600.0,1666.67,2006,05,03
466,(냉)삼치,마산,2006.05.03,804.0,1833.33,2006,05,03
467,(선)삼치,통영,2006.05.04,1040.0,1000.0,2006,05,04
468,(선)삼치,통영,2006.05.04,2416.0,1137.5,2006,05,04
469,(선)삼치,통영,2006.05.04,140.0,1500.0,2006,05,04
470,(선)삼치,부산(기장),2006.05.04,304.0,1125.0,2006,05,04
472,(선)삼치,여수,2006.05.04,6.0,1000.0,2006,05,04
474,(선)삼치,부산(기장),2006.05.04,1152.0,1250.0,2006,05,04
475,(선)삼치,부산(기장),2006.05.04,56.0,1250.0,2006,05,04
476,(선)삼치,통영,2006.05.04,18.0,1666.67,2006,05,04
477,(선)삼치,통영,2006.05.04,54.0,1666.67,2006,05,04
478,(선)삼치,통영,2006.05.04,432.0,1125.0,2006,05,04
479,(선)삼치,부산(기장),2006.05.04,2008.0,1125.0,2006,05,04
480,(선)삼치,부산(기장),2006.05.04,680.0,1250.0,2006,05,04
481,(선)삼치,통영,2006.05.04,20.0,500.0,2006,05,04
482,(선)삼치,여수,2006.05.04,576.0,1350.0,2006,05,04
483,(선)삼치,부산(기장),2006.05.04,18.0,3000.0,2006,05,04
484,(선)삼치,여수,2006.05.04,1960.0,1162.5,2006,05,04
485,(선)삼치,통영,2006.05.04,15.5,2000.0,2006,05,04
486,(선)삼치,통영,2006.05.04,352.0,1000.0,2006,05,04
487,(선)삼치,부산(기장),2006.05.04,150.0,2666.67,2006,05,04
488,(선)삼치,부산(기장),2006.05.04,200.0,1250.0,2006,05,04
490,(냉)삼치,마산,2006.05.04,120.0,1666.67,2006,05,04
491,(냉)삼치,마산,2006.05.04,200.0,2000.0,2006,05,04
492,(냉)삼치,마산,2006.05.04,600.0,1833.33,2006,05,04
493,(선)삼치,통영,2006.05.05,60.0,1150.0,2006,05,05
494,(선)삼치,여수,2006.05.05,360.0,1000.0,2006,05,05
495,(선)삼치,통영,2006.05.05,40.0,500.0,2006,05,05
496,(선)삼치,통영,2006.05.05,296.0,1500.0,2006,05,05
497,(선)삼치,부산(기장),2006.05.05,688.0,1250.0,2006,05,05
498,(선)삼치,통영,2006.05.05,720.0,1180.0,2006,05,05
499,(냉)삼치,부산(기장),2006.05.05,630.0,1200.0,2006,05,05
500,(선)삼치,부산(기장),2006.05.06,208.0,1250.0,2006,05,06
501,(선)삼치,삼천포,2006.05.08,2296.0,1625.0,2006,05,08
502,(선)삼치,통영,2006.05.08,640.0,875.0,2006,05,08
503,(선)삼치,통영,2006.05.08,1384.0,1162.5,2006,05,08
504,(선)삼치,삼천포,2006.05.08,200.0,1500.0,2006,05,08
506,(선)삼치,부산(기장),2006.05.08,1600.0,1625.0,2006,05,08
507,(선)삼치,통영,2006.05.08,1000.0,1200.0,2006,05,08
508,(선)삼치,통영,2006.05.08,290.0,700.0,2006,05,08
510,(선)삼치,통영,2006.05.08,20.0,2250.0,2006,05,08
511,(선)삼치,통영,2006.05.08,1472.0,1500.0,2006,05,08
512,(선)삼치,부산(기장),2006.05.08,249.5,2800.0,2006,05,08
513,(선)삼치,여수,2006.05.08,344.0,875.0,2006,05,08
514,(선)삼치,여수,2006.05.08,432.0,1350.0,2006,05,08
515,(선)삼치,삼천포,2006.05.08,3032.0,1000.0,2006,05,08
516,(선)삼치,여수,2006.05.08,8.0,1500.0,2006,05,08
517,(냉)삼치,여수,2006.05.08,500.0,1500.0,2006,05,08
518,(냉)삼치,부산(기장),2006.05.08,1000.0,500.0,2006,05,08
519,(선)삼치,통영,2006.05.09,48.0,1250.0,2006,05,09
520,(선)삼치,통영,2006.05.09,280.0,1750.0,2006,05,09
521,(선)삼치,통영,2006.05.09,112.3,2700.0,2006,05,09
522,(선)삼치,여수,2006.05.09,360.0,1000.0,2006,05,09
523,(선)삼치,통영,2006.05.09,928.0,1362.5,2006,05,09
524,(선)삼치,부산(기장),2006.05.09,221.2,2000.0,2006,05,09
525,(선)삼치,부산(기장),2006.05.09,1968.0,1875.0,2006,05,09
526,(선)삼치,여수,2006.05.09,30.0,3000.0,2006,05,09
527,(선)삼치,통영,2006.05.09,1176.0,1875.0,2006,05,09
528,(냉)삼치,삼천포,2006.05.09,800.0,2125.0,2006,05,09
529,(선)삼치,통영,2006.05.10,1160.0,1455.0,2006,05,10
530,(선)삼치,부산(기장),2006.05.10,8.0,625.0,2006,05,10
531,(선)삼치,여수,2006.05.10,128.0,1000.0,2006,05,10
532,(선)삼치,통영,2006.05.10,785.4,2700.0,2006,05,10
533,(선)삼치,여수,2006.05.10,208.0,1587.5,2006,05,10
534,(선)삼치,여수,2006.05.10,912.0,1750.0,2006,05,10
535,(선)삼치,통영,2006.05.10,32.0,1250.0,2006,05,10
536,(선)삼치,통영,2006.05.10,80.0,500.0,2006,05,10
537,(선)삼치,부산(기장),2006.05.10,272.0,1750.0,2006,05,10
538,(선)삼치,통영,2006.05.10,80.0,2640.0,2006,05,10
539,(선)삼치,통영,2006.05.10,8.0,1250.0,2006,05,10
540,(선)삼치,부산(기장),2006.05.10,5384.0,1250.0,2006,05,10
541,(냉)삼치,부산(기장),2006.05.10,300.0,500.0,2006,05,10
542,(냉)삼치,부산(기장),2006.05.10,1500.0,1170.0,2006,05,10
543,(냉)삼치,부산(기장),2006.05.10,500.0,500.0,2006,05,10
544,(냉)삼치,포항,2006.05.10,420.0,666.67,2006,05,10
545,(냉)삼치,부산(기장),2006.05.10,1210.0,1300.0,2006,05,10
546,(냉)삼치,마산,2006.05.10,1060.0,1800.0,2006,05,10
547,(냉)삼치,통영,2006.05.10,400.0,2000.0,2006,05,10
548,(냉)삼치,부산(기장),2006.05.10,1000.0,500.0,2006,05,10
549,(냉)삼치,마산,2006.05.10,500.0,1800.0,2006,05,10
550,(냉)삼치,삼천포,2006.05.10,1000.0,1600.0,2006,05,10
551,(선)삼치,부산(기장),2006.05.11,536.0,2500.0,2006,05,11
552,(선)삼치,부산(기장),2006.05.11,24.0,375.0,2006,05,11
553,(선)삼치,통영,2006.05.11,760.0,1125.0,2006,05,11
554,(선)삼치,통영,2006.05.11,8.0,1250.0,2006,05,11
555,(선)삼치,부산(기장),2006.05.11,10.0,1000.0,2006,05,11
556,(선)삼치,부산(기장),2006.05.11,4152.0,1475.0,2006,05,11
557,(선)삼치,여수,2006.05.11,105.0,2600.0,2006,05,11
558,(선)삼치,여수,2006.05.11,5.0,2000.0,2006,05,11
559,(선)삼치,부산(기장),2006.05.11,8.0,1875.0,2006,05,11
560,(선)삼치,통영,2006.05.11,192.0,2000.0,2006,05,11
561,(선)삼치,통영,2006.05.11,576.0,875.0,2006,05,11
562,(선)삼치,부산(기장),2006.05.11,16.0,3125.0,2006,05,11
563,(선)삼치,부산(기장),2006.05.11,480.0,3708.33,2006,05,11
564,(선)삼치,여수,2006.05.11,227.9,2200.0,2006,05,11
565,(선)삼치,여수,2006.05.11,296.0,1862.5,2006,05,11
566,(선)삼치,통영,2006.05.11,780.0,2000.0,2006,05,11
567,(선)삼치,부산(기장),2006.05.11,85.2,2000.0,2006,05,11
568,(선)삼치,여수,2006.05.11,544.0,1775.0,2006,05,11
569,(선)삼치,통영,2006.05.11,219.5,2100.0,2006,05,11
570,(냉)삼치,삼천포,2006.05.11,600.0,1500.0,2006,05,11
571,(냉)삼치,부산(기장),2006.05.11,1000.0,500.0,2006,05,11
574,(선)삼치,부산(기장),2006.05.12,200.0,1200.0,2006,05,12
575,(선)삼치,여수,2006.05.12,128.0,1500.0,2006,05,12
576,(선)삼치,통영,2006.05.12,256.0,1250.0,2006,05,12
577,(선)삼치,부산(기장),2006.05.12,12.0,2083.33,2006,05,12
578,(선)삼치,통영,2006.05.12,2320.0,1350.0,2006,05,12
579,(선)삼치,삼천포,2006.05.12,1176.0,1625.0,2006,05,12
580,(선)삼치,부산(기장),2006.05.12,156.0,2500.0,2006,05,12
581,(선)삼치,여수,2006.05.12,600.0,2500.0,2006,05,12
582,(선)삼치,통영,2006.05.12,600.0,1666.67,2006,05,12
583,(선)삼치,부산(기장),2006.05.12,912.0,2283.33,2006,05,12
584,(선)삼치,통영,2006.05.12,284.5,2100.0,2006,05,12
585,(선)삼치,부산(기장),2006.05.12,336.0,1625.0,2006,05,12
586,(선)삼치,부산(기장),2006.05.12,2080.0,1062.5,2006,05,12
587,(선)삼치,여수,2006.05.12,402.0,1283.33,2006,05,12
588,(선)삼치,통영,2006.05.12,492.0,2083.33,2006,05,12
590,(선)삼치,여수,2006.05.12,208.0,1250.0,2006,05,12
591,(선)삼치,통영,2006.05.12,376.0,1625.0,2006,05,12
592,(선)삼치,부산(기장),2006.05.12,1072.0,1500.0,2006,05,12
593,(선)삼치,부산(기장),2006.05.12,540.0,2691.67,2006,05,12
594,(선)삼치,여수,2006.05.12,24.0,1333.33,2006,05,12
595,(선)삼치,여수,2006.05.12,104.0,875.0,2006,05,12
596,(선)삼치,부산(기장),2006.05.12,144.0,2816.67,2006,05,12
597,(선)삼치,통영,2006.05.12,36.0,2500.0,2006,05,12
599,(선)삼치,부산(기장),2006.05.12,72.0,2608.33,2006,05,12
600,(선)삼치,여수,2006.05.12,40.0,1875.0,2006,05,12
601,(선)삼치,삼천포,2006.05.12,1960.0,1000.0,2006,05,12
602,(선)삼치,부산(기장),2006.05.12,192.0,1625.0,2006,05,12
603,(선)삼치,삼천포,2006.05.12,3192.0,1625.0,2006,05,12
604,(선)삼치,여수,2006.05.12,8.0,875.0,2006,05,12
605,(냉)삼치,마산,2006.05.12,600.0,1666.67,2006,05,12
606,(선)삼치,여수,2006.05.13,248.0,1612.5,2006,05,13
607,(선)삼치,통영,2006.05.13,227.9,2000.0,2006,05,13
608,(선)삼치,여수,2006.05.13,8.0,1875.0,2006,05,13
609,(선)삼치,통영,2006.05.13,70.5,1800.0,2006,05,13
610,(선)삼치,통영,2006.05.13,84.0,2500.0,2006,05,13
612,(선)삼치,통영,2006.05.13,768.0,1916.67,2006,05,13
613,(선)삼치,강구,2006.05.13,10.0,5000.0,2006,05,13
614,(선)삼치,여수,2006.05.13,120.0,1375.0,2006,05,13
615,(선)삼치,여수,2006.05.15,88.0,1625.0,2006,05,15
616,(선)삼치,통영,2006.05.15,896.0,1750.0,2006,05,15
617,(선)삼치,통영,2006.05.15,1072.0,1975.0,2006,05,15
618,(선)삼치,부산(기장),2006.05.15,180.0,3191.67,2006,05,15
620,(선)삼치,부산(기장),2006.05.15,4000.0,1187.5,2006,05,15
621,(선)삼치,부산(기장),2006.05.15,12.0,1666.67,2006,05,15
622,(선)삼치,통영,2006.05.15,8.0,1250.0,2006,05,15
623,(선)삼치,통영,2006.05.15,288.0,2500.0,2006,05,15
624,(선)삼치,통영,2006.05.15,264.0,2250.0,2006,05,15
625,(선)삼치,여수,2006.05.15,6.0,2500.0,2006,05,15
626,(선)삼치,통영,2006.05.15,10.0,4000.0,2006,05,15
628,(선)삼치,부산(기장),2006.05.15,352.0,1437.5,2006,05,15
629,(선)삼치,부산(기장),2006.05.15,36.0,2916.67,2006,05,15
630,(선)삼치,여수,2006.05.15,24.0,2500.0,2006,05,15
631,(선)삼치,통영,2006.05.15,12.3,2000.0,2006,05,15
633,(선)삼치,부산(기장),2006.05.15,336.0,2500.0,2006,05,15
634,(선)삼치,여수,2006.05.15,72.0,1250.0,2006,05,15
635,(냉)삼치,부산(기장),2006.05.15,1500.0,670.0,2006,05,15
636,(냉)삼치,부산(기장),2006.05.15,80.0,625.0,2006,05,15
637,(냉)삼치,부산(기장),2006.05.15,1000.0,1000.0,2006,05,15
638,(냉)삼치,부산(기장),2006.05.15,900.0,1500.0,2006,05,15
639,(선)삼치,삼천포,2006.05.16,2464.0,1000.0,2006,05,16
640,(선)삼치,통영,2006.05.16,448.0,1000.0,2006,05,16
641,(선)삼치,삼천포,2006.05.16,160.0,1500.0,2006,05,16
642,(선)삼치,통영,2006.05.16,2584.0,1587.5,2006,05,16
643,(선)삼치,부산(기장),2006.05.16,1784.0,1387.5,2006,05,16
644,(선)삼치,통영,2006.05.16,108.0,1833.33,2006,05,16
645,(선)삼치,부산(기장),2006.05.16,56.0,1000.0,2006,05,16
646,(선)삼치,통영,2006.05.16,8.0,625.0,2006,05,16
647,(선)삼치,통영,2006.05.16,204.0,2133.33,2006,05,16
649,(선)삼치,통영,2006.05.16,1520.0,1875.0,2006,05,16
653,(선)삼치,삼천포,2006.05.16,1360.0,1875.0,2006,05,16
654,(선)삼치,부산(기장),2006.05.16,8.0,1000.0,2006,05,16
655,(선)삼치,부산(기장),2006.05.16,60.0,1250.0,2006,05,16
657,(선)삼치,통영,2006.05.16,12.0,1250.0,2006,05,16
659,(선)삼치,부산(기장),2006.05.16,84.0,3166.67,2006,05,16
660,(선)삼치,부산(기장),2006.05.16,15.7,2000.0,2006,05,16
662,(선)삼치,통영,2006.05.16,358.1,3100.0,2006,05,16
664,(선)삼치,부산(기장),2006.05.16,12.0,1000.0,2006,05,16
665,(선)삼치,여수,2006.05.16,216.0,462.5,2006,05,16
666,(냉)삼치,삼천포,2006.05.16,700.0,1500.0,2006,05,16
667,(냉)삼치,부산(기장),2006.05.16,700.0,1500.0,2006,05,16
668,(냉)삼치,부산(기장),2006.05.16,350.0,1000.0,2006,05,16
671,(선)삼치,부산(기장),2006.05.17,536.0,1712.5,2006,05,17
672,(선)삼치,통영,2006.05.17,1064.0,1250.0,2006,05,17
678,(냉)삼치,삼천포,2006.05.17,600.0,1600.0,2006,05,17
680,(냉)삼치,마산,2006.05.17,600.0,1666.67,2006,05,17
681,(냉)삼치,부산(기장),2006.05.17,600.0,1083.33,2006,05,17
682,(냉)삼치,부산(기장),2006.05.17,1000.0,600.0,2006,05,17
683,(선)삼치,삼천포,2006.05.18,1056.0,2500.0,2006,05,18
684,(선)삼치,부산(기장),2006.05.18,696.0,1950.0,2006,05,18
687,(선)삼치,삼천포,2006.05.18,808.0,1875.0,2006,05,18
689,(선)삼치,삼천포,2006.05.18,228.0,2500.0,2006,05,18
691,(선)삼치,삼천포,2006.05.18,208.0,1250.0,2006,05,18
692,(선)삼치,부산(기장),2006.05.18,6.0,833.33,2006,05,18
693,(선)삼치,통영,2006.05.18,228.0,2500.0,2006,05,18
695,(선)삼치,삼천포,2006.05.18,1392.0,1625.0,2006,05,18
696,(선)삼치,삼천포,2006.05.18,912.0,1250.0,2006,05,18
697,(선)삼치,통영,2006.05.18,276.0,2208.33,2006,05,18
698,(선)삼치,부산(기장),2006.05.18,1040.0,875.0,2006,05,18
699,(냉)삼치,부산(기장),2006.05.18,1520.0,600.0,2006,05,18
703,(선)삼치,여수,2006.05.19,162.0,1000.0,2006,05,19
704,(선)삼치,부산(기장),2006.05.19,888.0,1625.0,2006,05,19
705,(선)삼치,통영,2006.05.19,344.0,1625.0,2006,05,19
706,(선)삼치,부산(기장),2006.05.19,24.0,1750.0,2006,05,19
707,(선)삼치,부산(기장),2006.05.19,608.0,2475.0,2006,05,19
711,(냉)삼치,삼천포,2006.05.19,700.0,1500.0,2006,05,19
713,(선)삼치,삼천포,2006.05.20,972.0,3000.0,2006,05,20
714,(선)삼치,여수,2006.05.20,192.0,1000.0,2006,05,20
716,(선)삼치,통영,2006.05.20,462.0,1666.67,2006,05,20
717,(선)삼치,통영,2006.05.20,48.0,2083.33,2006,05,20
719,(선)삼치,부산(기장),2006.05.20,4128.0,1637.5,2006,05,20
720,(선)삼치,여수,2006.05.20,6.0,833.33,2006,05,20
721,(선)삼치,삼천포,2006.05.20,40.0,2000.0,2006,05,20
722,(선)삼치,부산(기장),2006.05.20,376.0,1000.0,2006,05,20
724,(선)삼치,삼천포,2006.05.20,49.6,2000.0,2006,05,20
725,(선)삼치,여수,2006.05.20,8.0,1000.0,2006,05,20
726,(선)삼치,삼천포,2006.05.20,1500.0,1666.67,2006,05,20
727,(선)삼치,부산(기장),2006.05.20,1288.0,1487.5,2006,05,20
728,(선)삼치,부산(기장),2006.05.20,8.0,1625.0,2006,05,20
729,(선)삼치,여수,2006.05.20,18.0,1333.33,2006,05,20
730,(선)삼치,여수,2006.05.20,24.0,1000.0,2006,05,20
734,(선)삼치,여수,2006.05.20,120.0,1000.0,2006,05,20
735,(선)삼치,통영,2006.05.20,16.0,1250.0,2006,05,20
736,(선)삼치,통영,2006.05.20,120.0,2083.33,2006,05,20
738,(냉)삼치,삼천포,2006.05.20,700.0,1500.0,2006,05,20
741,(선)삼치,부산(기장),2006.05.22,8.0,1500.0,2006,05,22
742,(선)삼치,부산(기장),2006.05.22,240.0,1625.0,2006,05,22
743,(선)삼치,여수,2006.05.22,30.0,1366.67,2006,05,22
746,(선)삼치,부산(기장),2006.05.22,8.0,1250.0,2006,05,22
748,(선)삼치,부산(기장),2006.05.22,880.0,2000.0,2006,05,22
750,(냉)삼치,삼천포,2006.05.22,1000.0,1500.0,2006,05,22
751,(냉)삼치,부산(기장),2006.05.22,600.0,1833.33,2006,05,22
752,(냉)삼치,부산(기장),2006.05.22,1000.0,1000.0,2006,05,22
753,(냉)삼치,부산(기장),2006.05.22,500.0,600.0,2006,05,22
754,(냉)삼치,부산(기장),2006.05.22,600.0,1666.67,2006,05,22
756,(선)삼치,부산(기장),2006.05.23,96.0,3000.0,2006,05,23
757,(선)삼치,여수,2006.05.23,10.0,2000.0,2006,05,23
758,(선)삼치,부산(기장),2006.05.23,1072.0,1800.0,2006,05,23
759,(선)삼치,통영,2006.05.23,136.0,2125.0,2006,05,23
761,(선)삼치,여수,2006.05.23,182.0,357.14,2006,05,23
762,(선)삼치,삼천포,2006.05.23,1800.0,2125.0,2006,05,23
763,(선)삼치,부산(기장),2006.05.23,8.0,1250.0,2006,05,23
764,(선)삼치,부산(기장),2006.05.23,32.0,750.0,2006,05,23
765,(선)삼치,부산(기장),2006.05.23,215.9,3000.0,2006,05,23
766,(선)삼치,부산(기장),2006.05.23,8.0,1250.0,2006,05,23
768,(선)삼치,삼천포,2006.05.23,64.0,2125.0,2006,05,23
770,(냉)삼치,마산,2006.05.23,360.0,2150.0,2006,05,23
771,(냉)삼치,부산(기장),2006.05.23,100.0,2000.0,2006,05,23
772,(냉)삼치,부산(기장),2006.05.23,500.0,1000.0,2006,05,23
773,(냉)삼치,삼천포,2006.05.23,800.0,1500.0,2006,05,23
774,(냉)삼치,통영,2006.05.23,480.0,1666.67,2006,05,23
775,(냉)삼치,부산(기장),2006.05.23,1000.0,1800.0,2006,05,23
776,(냉)삼치,통영,2006.05.23,360.0,1666.67,2006,05,23
777,(선)삼치,부산(기장),2006.05.24,8.0,2000.0,2006,05,24
779,(선)삼치,여수,2006.05.24,192.0,2500.0,2006,05,24
782,(선)삼치,여수,2006.05.24,60.0,2500.0,2006,05,24
785,(선)삼치,부산(기장),2006.05.24,48.0,2000.0,2006,05,24
787,(냉)삼치,포항,2006.05.24,530.0,800.0,2006,05,24
788,(냉)삼치,마산,2006.05.24,500.0,1800.0,2006,05,24
789,(냉)삼치,포항,2006.05.24,500.0,500.0,2006,05,24
790,(냉)삼치,포항,2006.05.24,600.0,333.33,2006,05,24
791,(냉)삼치,부산(기장),2006.05.24,840.0,1000.0,2006,05,24
792,(냉)삼치,부산(기장),2006.05.24,1360.0,600.0,2006,05,24
793,(냉)삼치,삼천포,2006.05.24,800.0,1500.0,2006,05,24
794,(선)삼치,삼천포,2006.05.25,16.0,1875.0,2006,05,25
795,(선)삼치,삼천포,2006.05.25,24.0,1875.0,2006,05,25
796,(선)삼치,삼천포,2006.05.25,136.0,1875.0,2006,05,25
797,(선)삼치,통영,2006.05.25,35.1,5600.0,2006,05,25
798,(선)삼치,부산(기장),2006.05.25,1200.0,1250.0,2006,05,25
799,(선)삼치,여수,2006.05.25,88.0,1500.0,2006,05,25
801,(선)삼치,통영,2006.05.25,8.0,1875.0,2006,05,25
802,(선)삼치,통영,2006.05.25,1856.0,2250.0,2006,05,25
803,(선)삼치,통영,2006.05.25,8.0,1250.0,2006,05,25
805,(선)삼치,통영,2006.05.25,277.0,3900.0,2006,05,25
806,(선)삼치,통영,2006.05.25,352.0,2000.0,2006,05,25
807,(선)삼치,여수,2006.05.25,40.0,1875.0,2006,05,25
810,(냉)삼치,마산,2006.05.25,750.0,1466.67,2006,05,25
811,(냉)삼치,마산,2006.05.25,750.0,1200.0,2006,05,25
812,(냉)삼치,마산,2006.05.25,100.0,2000.0,2006,05,25
813,(냉)삼치,부산(기장),2006.05.25,480.0,1125.0,2006,05,25
814,(냉)삼치,통영,2006.05.25,450.0,1200.0,2006,05,25
815,(냉)삼치,부산(기장),2006.05.25,240.0,1833.33,2006,05,25
816,(냉)삼치,삼천포,2006.05.25,1950.0,1000.0,2006,05,25
817,(냉)삼치,부산(기장),2006.05.25,480.0,1125.0,2006,05,25
818,(냉)삼치,부산(기장),2006.05.25,1000.0,1800.0,2006,05,25
820,(선)삼치,통영,2006.05.26,95.4,3100.0,2006,05,26
822,(선)삼치,통영,2006.05.26,24.0,2500.0,2006,05,26
823,(선)삼치,부산(기장),2006.05.26,108.0,2500.0,2006,05,26
824,(선)삼치,부산(기장),2006.05.26,144.0,625.0,2006,05,26
825,(선)삼치,여수,2006.05.26,18.0,1833.33,2006,05,26
826,(선)삼치,부산(기장),2006.05.26,1832.0,1462.5,2006,05,26
827,(선)삼치,여수,2006.05.26,102.0,2100.0,2006,05,26
828,(선)삼치,통영,2006.05.26,12.0,1666.67,2006,05,26
829,(선)삼치,부산(기장),2006.05.26,10.0,3000.0,2006,05,26
830,(선)삼치,통영,2006.05.26,12.0,833.33,2006,05,26
831,(선)삼치,통영,2006.05.26,498.0,2000.0,2006,05,26
833,(선)삼치,통영,2006.05.26,1446.0,2083.33,2006,05,26
835,(선)삼치,여수,2006.05.26,2024.0,1775.0,2006,05,26
837,(선)삼치,여수,2006.05.26,144.0,2283.33,2006,05,26
838,(선)삼치,삼천포,2006.05.26,6.0,833.33,2006,05,26
839,(선)삼치,부산(기장),2006.05.26,48.0,625.0,2006,05,26
840,(선)삼치,삼천포,2006.05.26,222.0,2333.33,2006,05,26
841,(선)삼치,여수,2006.05.26,40.9,2700.0,2006,05,26
842,(선)삼치,부산(기장),2006.05.26,360.0,2000.0,2006,05,26
843,(선)삼치,부산(기장),2006.05.26,60.0,2500.0,2006,05,26
