,어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가,일시
0,(활)전복,완도,11/12미,kg,60.8,1,"55,000","30,000","45,600",2010.01.02
1,(활)전복,완도,8/9미,kg,10.5,1,"68,000","68,000","68,000",2010.01.02
2,(활)전복,완도,12미,kg,42.9,1,"53,000","52,000","52,500",2010.01.02
3,(활)전복,완도,중,kg,"1,286",1,"45,000","24,000","24,000",2010.01.02
4,(활)전복,완도,16미,kg,21.8,1,"45,000","45,000","45,000",2010.01.02
5,(활)전복,백령도,중,kg,14.5,1,"120,000","30,000","54,200",2010.01.02
6,(활)전복,완도,23미,kg,8.6,1,"30,000","30,000","30,000",2010.01.02
7,(활)전복,완도,17/18미,kg,20.2,1,"42,000","42,000","42,000",2010.01.02
8,(활)전복,완도,11미,kg,71.8,1,"58,000","56,000","56,600",2010.01.02
9,(활)전복,완도,14/15미,kg,21.2,1,"47,000","47,000","47,000",2010.01.02
10,(활)전복,완도,9/10미,kg,6.6,1,"63,000","63,000","63,000",2010.01.02
11,(활)전복,완도,13/14미,kg,83.3,1,"50,000","30,000","44,200",2010.01.02
12,(활)전복,완도,30미,kg,28.3,1,"30,000","29,000","29,200",2010.01.02
13,(활)전복,완도,16/17미,kg,45.4,1,"44,000","30,000","39,900",2010.01.02
14,(활)전복,완도,12/13미,kg,52.8,1,"54,000","30,000","45,500",2010.01.02
15,(활)전복,완도,15/16미,kg,64.6,1,"48,000","30,000","44,500",2010.01.02
16,(활)전복,완도,20미,kg,20.8,1,"40,000","36,000","38,000",2010.01.02
17,(활)전복,완도,22미,kg,27.2,1,"36,000","30,000","34,400",2010.01.02
18,(활)전복,완도,19/20미,kg,32.1,1,"30,000","30,000","30,000",2010.01.02
19,(활)전복,완도,09미,kg,10.6,1,"65,000","65,000","65,000",2010.01.02
20,(활)전복,완도,7/8미,kg,10.5,1,"73,000","73,000","73,000",2010.01.02
21,(활)전복,완도,18미,kg,40,1,"41,000","41,000","41,000",2010.01.02
22,(활)전복,완도,08미,kg,17.4,1,"69,000","69,000","69,000",2010.01.02
23,(활)전복,완도,10미,kg,10.6,1,"63,000","63,000","63,000",2010.01.02
24,(활)전복,완도,17미,kg,21,1,"30,000","30,000","30,000",2010.01.02
25,(활)전복,백령도,대,kg,5.6,1,"158,000","30,000","121,400",2010.01.02
26,(활)전복,완도,27미,kg,21.2,1,"32,000","29,000","30,500",2010.01.02
27,(활)전복,완도,10/11미,kg,31.9,1,"58,000","57,000","57,700",2010.01.02
28,(활)전복,완도,11/12미,kg,53.0,1,"55,000","52,000","54,300",2010.01.04
29,(활)전복,완도,중,kg,20.0,1,"110,000","80,000","95,000",2010.01.04
