,어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가,일시
0,(활)전복,완도,17미,kg,11.0,1,"32,000","32,000","32,000",2016.01.02
1,(활)전복,완도,8/9미,kg,65.2,1,"42,000","41,000","41,300",2016.01.02
2,(활)전복,완도,중,kg,10.0,1,"41,000","41,000","41,000",2016.01.02
3,(활)전복,완도,18/19미,kg,21.1,1,"31,000","31,000","31,000",2016.01.02
4,(활)전복,완도,25미,kg,22.0,1,"27,000","27,000","27,000",2016.01.02
5,(활)전복,완도,6/7미,kg,36.1,1,"55,000","51,000","53,500",2016.01.02
6,(활)전복,완도,17/18미,kg,98.0,1,"31,000","31,000","31,000",2016.01.02
7,(활)전복,완도,11미,kg,20.1,1,"38,000","38,000","38,000",2016.01.02
8,(활)전복,완도,14/15미,kg,88.6,1,"33,000","33,000","33,000",2016.01.02
9,(활)전복,완도,9/10미,kg,22.0,1,"41,000","41,000","41,000",2016.01.02
10,(활)전복,완도,13/14미,kg,142.1,1,"34,000","33,000","33,100",2016.01.02
11,(활)전복,완도,30미,kg,22.0,1,"26,000","26,000","26,000",2016.01.02
12,(활)전복,완도,16/17미,kg,76.8,1,"32,000","32,000","32,000",2016.01.02
13,(활)전복,완도,5/6미,kg,10.7,1,"58,000","58,000","58,000",2016.01.02
14,(활)전복,완도,12/13미,kg,21.5,1,"36,000","36,000","36,000",2016.01.02
15,(활)전복,완도,15/16미,kg,89.2,1,"33,000","32,000","32,800",2016.01.02
16,(활)전복,완도,20미,kg,43.2,1,"31,000","31,000","31,000",2016.01.02
17,(활)전복,완도,19/20미,kg,22.0,1,"31,000","31,000","31,000",2016.01.02
18,(활)전복,완도,21/22미,kg,21.4,1,"30,000","30,000","30,000",2016.01.02
19,(활)전복,완도,7/8미,kg,69.9,1,"45,000","42,000","43,200",2016.01.02
20,(활)전복,완도,10미,kg,21.3,1,"40,000","40,000","40,000",2016.01.02
21,(활)전복,완도,10/11미,kg,11.0,1,"39,000","39,000","39,000",2016.01.02
22,(활)전복,완도,11/12미,kg,73.3,1,"37,000","34,000","35,200",2016.01.04
23,(활)전복,완도,9미,kg,53.9,1,"40,000","39,000","39,800",2016.01.04
24,(활)전복,완도,8/9미,kg,56.1,1,"41,000","40,000","40,100",2016.01.04
25,(활)전복,완도,4/5미,kg,14.2,1,"65,000","58,000","59,700",2016.01.04
26,(활)전복,완도,중,kg,131.5,1,"65,000","24,000","29,300",2016.01.04
27,(활)전복,완도,5미,kg,32.7,1,"58,000","58,000","58,000",2016.01.04
28,(활)전복,완도,25미,kg,21.8,1,"27,000","27,000","27,000",2016.01.04
29,(활)전복,완도,15미,kg,43.6,1,"32,000","32,000","32,000",2016.01.04
30,(활)전복,완도,6/7미,kg,11.0,1,"49,000","49,000","49,000",2016.01.04
31,(활)전복,완도,17/18미,kg,119.4,1,"31,000","31,000","31,000",2016.01.04
32,(활)전복,완도,14/15미,kg,119.2,1,"33,000","32,000","32,200",2016.01.04
33,(활)전복,완도,9/10미,kg,78.3,1,"40,000","38,000","38,800",2016.01.04
34,(활)전복,완도,13/14미,kg,120.4,1,"33,000","32,000","32,500",2016.01.04
35,(활)전복,완도,30미,kg,10.8,1,"26,000","26,000","26,000",2016.01.04
36,(활)전복,완도,16/17미,kg,52.6,1,"32,000","32,000","32,000",2016.01.04
37,(활)전복,완도,8미,kg,11.0,1,"60,000","60,000","60,000",2016.01.04
38,(활)전복,완도,5/6미,kg,11.2,1,"53,000","53,000","53,000",2016.01.04
39,(활)전복,완도,12/13미,kg,166.0,1,"34,000","33,000","33,100",2016.01.04
40,(활)전복,완도,15/16미,kg,131.6,1,"32,000","32,000","32,000",2016.01.04
41,(활)전복,완도,6미,kg,45.5,1,"60,000","53,000","53,900",2016.01.04
42,(활)전복,완도,20미,kg,22.2,1,"30,000","30,000","30,000",2016.01.04
43,(활)전복,완도,19/20미,kg,64.5,1,"31,000","31,000","31,000",2016.01.04
44,(활)전복,완도,21/22미,kg,21.9,1,"30,000","30,000","30,000",2016.01.04
45,(활)전복,완도,50미,kg,53.1,1,"14,000","14,000","14,000",2016.01.04
46,(활)전복,완도,7/8미,kg,44.3,1,"44,000","43,000","43,300",2016.01.04
47,(활)전복,완도,13미,kg,43.4,1,"33,000","33,000","33,000",2016.01.04
48,(활)전복,완도,18미,kg,82.1,1,"32,000","31,000","31,300",2016.01.04
49,(활)전복,완도,3/4미,kg,2.2,1,"80,000","80,000","80,000",2016.01.04
50,(활)전복,완도,10미,kg,87.0,1,"39,000","37,000","38,400",2016.01.04
51,(활)전복,완도,17미,kg,54.0,1,"31,000","31,000","31,000",2016.01.04
52,(활)전복,완도,10/11미,kg,154.2,1,"38,000","36,000","36,500",2016.01.04
53,(활)전복,완도,11/12미,kg,111.1,1,"35,000","28,000","31,000",2016.01.05
54,(활)전복,완도,13/14미,kg,166.0,1,"30,000","27,000","29,200",2016.01.05
55,(활)전복,완도,40미,kg,33.3,1,"15,000","15,000","15,000",2016.01.05
56,(활)전복,완도,9/10미,kg,111.3,1,"39,000","34,000","36,200",2016.01.05
57,(활)전복,완도,14/15미,kg,134.4,1,"30,000","27,000","28,200",2016.01.05
58,(활)전복,완도,11미,kg,11.5,1,"34,000","34,000","34,000",2016.01.05
59,(활)전복,완도,17/18미,kg,88.0,1,"30,000","26,000","28,100",2016.01.05
60,(활)전복,완도,6/7미,kg,21.9,1,"49,000","48,000","48,500",2016.01.05
61,(활)전복,완도,14미,kg,33.6,1,"31,000","30,000","30,600",2016.01.05
62,(활)전복,완도,19미,kg,21.8,1,"27,000","27,000","27,000",2016.01.05
63,(활)전복,완도,15미,kg,44.0,1,"20,000","20,000","20,000",2016.01.05
64,(활)전복,완도,25미,kg,22.0,1,"26,000","26,000","26,000",2016.01.05
65,(활)전복,완도,18/19미,kg,11.1,1,"29,000","29,000","29,000",2016.01.05
66,(활)전복,완도,16미,kg,10.7,1,"20,000","20,000","20,000",2016.01.05
67,(활)전복,완도,12미,kg,34.2,1,"31,000","28,000","29,700",2016.01.05
68,(활)전복,완도,8/9미,kg,151.4,1,"40,000","36,000","37,500",2016.01.05
69,(활)전복,완도,9미,kg,68.4,1,"40,000","36,000","37,200",2016.01.05
70,(활)전복,완도,30미,kg,66.9,1,"25,000","25,000","25,000",2016.01.05
71,(활)전복,완도,16/17미,kg,88.3,1,"29,000","27,000","27,500",2016.01.05
72,(활)전복,완도,17미,kg,32.6,1,"30,000","26,000","27,300",2016.01.05
73,(활)전복,완도,10미,kg,90.6,1,"37,000","32,000","33,900",2016.01.05
74,(활)전복,완도,7미,kg,6.4,1,"49,000","49,000","49,000",2016.01.05
75,(활)전복,완도,18미,kg,32.8,1,"26,000","26,000","26,000",2016.01.05
76,(활)전복,완도,13미,kg,68.9,1,"31,000","26,000","27,800",2016.01.05
77,(활)전복,완도,7/8미,kg,43.4,1,"43,000","40,000","41,300",2016.01.05
78,(활)전복,완도,50미,kg,55.5,1,"11,000","11,000","11,000",2016.01.05
79,(활)전복,완도,19/20미,kg,33.5,1,"28,000","28,000","28,000",2016.01.05
80,(활)전복,완도,22미,kg,35.7,1,"28,000","27,000","27,400",2016.01.05
81,(활)전복,완도,20미,kg,82.2,1,"27,000","23,000","24,400",2016.01.05
82,(활)전복,완도,6미,kg,11.1,1,"55,000","55,000","55,000",2016.01.05
83,(활)전복,완도,15/16미,kg,110.6,1,"30,000","28,000","28,400",2016.01.05
84,(활)전복,완도,12/13미,kg,179.3,1,"34,000","27,000","29,300",2016.01.05
85,(활)전복,완도,5/6미,kg,4.9,1,"53,000","53,000","53,000",2016.01.05
86,(활)전복,완도,23/24미,kg,59.3,1,"27,000","27,000","27,000",2016.01.05
87,(활)전복,완도,8미,kg,10.9,1,"40,000","40,000","40,000",2016.01.05
88,(활)전복,완도,10/11미,kg,101.3,1,"36,000","32,000","33,400",2016.01.05
89,(활)전복,완도,11/12미,kg,153.1,1,"32,000","27,000","28,500",2016.01.06
90,(활)전복,완도,9미,kg,55.2,1,"36,000","35,000","35,200",2016.01.06
91,(활)전복,완도,8/9미,kg,90.3,1,"40,000","34,000","35,900",2016.01.06
92,(활)전복,완도,12미,kg,10.3,1,"26,000","26,000","26,000",2016.01.06
93,(활)전복,완도,중,kg,400.0,1,"24,000","24,000","24,000",2016.01.06
94,(활)전복,완도,25미,kg,21.8,1,"25,000","25,000","25,000",2016.01.06
95,(활)전복,완도,6/7미,kg,43.9,1,"48,000","47,000","47,500",2016.01.06
96,(활)전복,완도,17/18미,kg,166.1,1,"30,000","26,000","27,400",2016.01.06
97,(활)전복,완도,14/15미,kg,109.4,1,"31,000","25,000","27,400",2016.01.06
98,(활)전복,완도,9/10미,kg,182.6,1,"36,000","32,000","33,400",2016.01.06
99,(활)전복,완도,13/14미,kg,188.5,1,"30,000","25,000","27,500",2016.01.06
100,(활)전복,완도,30미,kg,21.7,1,"24,000","24,000","24,000",2016.01.06
101,(활)전복,완도,16/17미,kg,53.9,1,"29,000","27,000","28,000",2016.01.06
